"Stock","Year","Period","Escapement","Smsy","Umsy","LowerGoal","RateType","Rate"
"Unuk",2016,"2009-2018",1463,NA,0.600630302,1800,"calendar year exploitation rate",0.501298531
"Unuk",2017,"2009-2018",1203,NA,0.600630302,1800,"calendar year exploitation rate",0.311513773
"Unuk",2018,"2009-2018",1971,NA,0.600630302,1800,"calendar year exploitation rate",0.302752129
"Unuk",2019,"2019-2028",3115,NA,0.600630302,1800,"calendar year exploitation rate",0.234642636
"Unuk",2020,"2019-2028",1135,NA,0.600630302,1800,"calendar year exploitation rate",0.344858774
"Unuk",2021,"2019-2028",2666,NA,0.600630302,1800,"calendar year exploitation rate",0.17801048
"Unuk",2022,"2019-2028",1304,NA,0.600630302,1800,"calendar year exploitation rate",0.35951083
"Unuk",2023,"2019-2028",2072,NA,0.600630302,1800,"calendar year exploitation rate",0.351478997
"Unuk",2024,"2019-2028",1980,NA,0.600630302,1800,"calendar year exploitation rate",0.189829399
"Kitsumkalum",1975,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1976,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1977,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1978,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1979,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1980,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1981,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1982,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1983,"1975-1984",NA,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1984,"1975-1984",9569,5235,0.626,NA,"mature-run equivalent exploitation rate",NA
"Kitsumkalum",1985,"1985-1998",9081.008789,5235,0.626,NA,"mature-run equivalent exploitation rate",0.487829157
"Kitsumkalum",1986,"1985-1998",8080.553223,5235,0.626,NA,"mature-run equivalent exploitation rate",0.480116226
"Kitsumkalum",1987,"1985-1998",15549.01367,5235,0.626,NA,"mature-run equivalent exploitation rate",0.475812876
"Kitsumkalum",1988,"1985-1998",15853,5235,0.626,NA,"mature-run equivalent exploitation rate",0.525278487
"Kitsumkalum",1989,"1985-1998",17822.76758,5235,0.626,NA,"mature-run equivalent exploitation rate",0.376183107
"Kitsumkalum",1990,"1985-1998",11118.94629,5235,0.626,NA,"mature-run equivalent exploitation rate",0.478530361
"Kitsumkalum",1991,"1985-1998",9267.214844,5235,0.626,NA,"mature-run equivalent exploitation rate",0.622288895
"Kitsumkalum",1992,"1985-1998",10879.50781,5235,0.626,NA,"mature-run equivalent exploitation rate",0.466824594
"Kitsumkalum",1993,"1985-1998",13181.05371,5235,0.626,NA,"mature-run equivalent exploitation rate",0.551698621
"Kitsumkalum",1994,"1985-1998",14003.2959,5235,0.626,NA,"mature-run equivalent exploitation rate",0.504041304
"Kitsumkalum",1995,"1985-1998",6514.631836,5235,0.626,NA,"mature-run equivalent exploitation rate",0.564665636
"Kitsumkalum",1996,"1985-1998",8594.546875,5235,0.626,NA,"mature-run equivalent exploitation rate",0.484709653
"Kitsumkalum",1997,"1985-1998",4675.111328,5235,0.626,NA,"mature-run equivalent exploitation rate",0.449430734
"Kitsumkalum",1998,"1985-1998",6008.955566,5235,0.626,NA,"mature-run equivalent exploitation rate",0.322724251
"Kitsumkalum",1999,"1999-2008",9034.946289,5235,0.626,NA,"mature-run equivalent exploitation rate",0.412114453
"Kitsumkalum",2000,"1999-2008",10178.24023,5235,0.626,NA,"mature-run equivalent exploitation rate",0.432704529
"Kitsumkalum",2001,"1999-2008",17865.76563,5235,0.626,NA,"mature-run equivalent exploitation rate",0.533382337
"Kitsumkalum",2002,"1999-2008",11219.6543,5235,0.626,NA,"mature-run equivalent exploitation rate",0.58184254
"Kitsumkalum",2003,"1999-2008",17524.69141,5235,0.626,NA,"mature-run equivalent exploitation rate",0.397882997
"Kitsumkalum",2004,"1999-2008",19664.08789,5235,0.626,NA,"mature-run equivalent exploitation rate",0.411787831
"Kitsumkalum",2005,"1999-2008",11381.64355,5235,0.626,NA,"mature-run equivalent exploitation rate",0.504369227
"Kitsumkalum",2006,"1999-2008",8396.075195,5235,0.626,NA,"mature-run equivalent exploitation rate",0.524941119
"Kitsumkalum",2007,"1999-2008",11739.13281,5235,0.626,NA,"mature-run equivalent exploitation rate",0.371681943
"Kitsumkalum",2008,"1999-2008",6903.182617,5235,0.626,NA,"mature-run equivalent exploitation rate",0.665892214
"Kitsumkalum",2009,"2009-2018",8349.78418,5235,0.626,NA,"mature-run equivalent exploitation rate",0.36920101
"Kitsumkalum",2010,"2009-2018",8932.287109,5235,0.626,NA,"mature-run equivalent exploitation rate",0.503867022
"Kitsumkalum",2011,"2009-2018",6755.459961,5235,0.626,NA,"mature-run equivalent exploitation rate",0.500448753
"Kitsumkalum",2012,"2009-2018",6290.652344,5235,0.626,NA,"mature-run equivalent exploitation rate",0.48357062
"Kitsumkalum",2013,"2009-2018",11355.93652,5235,0.626,NA,"mature-run equivalent exploitation rate",0.306248462
"Kitsumkalum",2014,"2009-2018",10042.36328,5235,0.626,NA,"mature-run equivalent exploitation rate",0.362902554
"Kitsumkalum",2015,"2009-2018",14904.50488,5235,0.626,NA,"mature-run equivalent exploitation rate",0.330415137
"Kitsumkalum",2016,"2009-2018",9537.856445,5235,0.626,NA,"mature-run equivalent exploitation rate",0.463435028
"Kitsumkalum",2017,"2009-2018",4131.848633,5235,0.626,NA,"mature-run equivalent exploitation rate",0.43843953
"Kitsumkalum",2018,"2009-2018",9549.578125,5235,0.626,NA,"mature-run equivalent exploitation rate",0.231665781
"Kitsumkalum",2019,"2019-2028",6673.334961,5235,0.626,NA,"mature-run equivalent exploitation rate",0.307882896
"Kitsumkalum",2020,"2019-2028",4777,5235,0.626,NA,"mature-run equivalent exploitation rate",0.281763864
"Kitsumkalum",2021,"2019-2028",4032,5235,0.626,NA,"mature-run equivalent exploitation rate",0.374390945
"Kitsumkalum",2022,"2019-2028",5649,5235,0.626,NA,"mature-run equivalent exploitation rate",0.207899258
"Kitsumkalum",2023,"2019-2028",4944,5235,0.626,NA,"mature-run equivalent exploitation rate",0.336144563
"Kitsumkalum",2024,"2019-2028",5451,5235,0.626,NA,"mature-run equivalent exploitation rate",0.318128194
"Atnarko",1975,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1976,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1977,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1978,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1979,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1980,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1981,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1982,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1983,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1984,"1975-1984",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1985,"1985-1998",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1986,"1985-1998",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1987,"1985-1998",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1988,"1985-1998",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1989,"1985-1998",NA,5009,0.768768,NA,"mature-run equivalent exploitation rate",NA
"Atnarko",1990,"1985-1998",11630,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.318206081
"Atnarko",1991,"1985-1998",8952,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.380263833
"Atnarko",1992,"1985-1998",22015,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.41465777
"Atnarko",1993,"1985-1998",20961,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.366445521
"Atnarko",1994,"1985-1998",12257,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.355327891
"Atnarko",1995,"1985-1998",8150,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.344703301
"Atnarko",1996,"1985-1998",5962,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.314746752
"Atnarko",1997,"1985-1998",4013,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.328477052
"Atnarko",1998,"1985-1998",6094,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.394916569
"Atnarko",1999,"1999-2008",7199,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.275189093
"Atnarko",2000,"1999-2008",9964,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.328236391
"Atnarko",2001,"1999-2008",16743,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.380327917
"Atnarko",2002,"1999-2008",8550,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.447067728
"Atnarko",2003,"1999-2008",10136,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.591572963
"Atnarko",2004,"1999-2008",8230,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.516049601
"Atnarko",2005,"1999-2008",7619,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.535184725
"Atnarko",2006,"1999-2008",9565,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.406194578
"Atnarko",2007,"1999-2008",5799,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.599723986
"Atnarko",2008,"1999-2008",5517,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.175595525
"Atnarko",2009,"2009-2018",6331,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.526894867
"Atnarko",2010,"2009-2018",5683,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.50370894
"Atnarko",2011,"2009-2018",6061,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.660410511
"Atnarko",2012,"2009-2018",2542,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.540267149
"Atnarko",2013,"2009-2018",9860,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.340960123
"Atnarko",2014,"2009-2018",11935,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.331097025
"Atnarko",2015,"2009-2018",13640,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.295116175
"Atnarko",2016,"2009-2018",9936,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.340302583
"Atnarko",2017,"2009-2018",5418,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.454310553
"Atnarko",2018,"2009-2018",5328,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.37321875
"Atnarko",2019,"2019-2028",4587,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.402712114
"Atnarko",2020,"2019-2028",9835,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.313837319
"Atnarko",2021,"2019-2028",4779,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.246059877
"Atnarko",2022,"2019-2028",5139,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.286943564
"Atnarko",2023,"2019-2028",6903,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.266041733
"Atnarko",2024,"2019-2028",10479,5009,0.768768,NA,"mature-run equivalent exploitation rate",0.311746498
"Cowichan",1975,"1975-1984",NA,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1976,"1975-1984",NA,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1977,"1975-1984",NA,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1978,"1975-1984",NA,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1979,"1975-1984",7750,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1980,"1975-1984",5500,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1981,"1975-1984",5500,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1982,"1975-1984",4500,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1983,"1975-1984",4500,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1984,"1975-1984",5000,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1985,"1985-1998",3500,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1986,"1985-1998",1832,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1987,"1985-1998",1937,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",1988,"1985-1998",6200,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.790501798
"Cowichan",1989,"1985-1998",5000,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.935557432
"Cowichan",1990,"1985-1998",5300,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.786481606
"Cowichan",1991,"1985-1998",6000,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.866703113
"Cowichan",1992,"1985-1998",8500,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.92011729
"Cowichan",1993,"1985-1998",5058,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.898149389
"Cowichan",1994,"1985-1998",5050,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.914268071
"Cowichan",1995,"1985-1998",14300,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.693649197
"Cowichan",1996,"1985-1998",12980,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.780814149
"Cowichan",1997,"1985-1998",9845,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.656597284
"Cowichan",1998,"1985-1998",4371,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.736249686
"Cowichan",1999,"1999-2008",4500,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.629731232
"Cowichan",2000,"1999-2008",5109,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.473246344
"Cowichan",2001,"1999-2008",3283,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.661748838
"Cowichan",2002,"1999-2008",2505,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.715311587
"Cowichan",2003,"1999-2008",2494,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.829760022
"Cowichan",2004,"1999-2008",2226,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.723296147
"Cowichan",2005,"1999-2008",1527,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.822201863
"Cowichan",2006,"1999-2008",1069,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.802115942
"Cowichan",2007,"1999-2008",1860,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.82773374
"Cowichan",2008,"1999-2008",1109,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.926487737
"Cowichan",2009,"2009-2018",540,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.924854566
"Cowichan",2010,"2009-2018",2419,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.856003273
"Cowichan",2011,"2009-2018",2786,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.767904358
"Cowichan",2012,"2009-2018",2668,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.806732652
"Cowichan",2013,"2009-2018",4362,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.725554578
"Cowichan",2014,"2009-2018",4185,6514,0.690217,NA,"mature-run equivalent exploitation rate",NA
"Cowichan",2015,"2009-2018",5984,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.748974848
"Cowichan",2016,"2009-2018",7787,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.79648942
"Cowichan",2017,"2009-2018",10590,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.698485102
"Cowichan",2018,"2009-2018",14353,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.843651831
"Cowichan",2019,"2019-2028",15348,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.723491711
"Cowichan",2020,"2019-2028",8737,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.489751473
"Cowichan",2021,"2019-2028",12902,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.472160933
"Cowichan",2022,"2019-2028",17574,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.488872595
"Cowichan",2023,"2019-2028",19855,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.403885812
"Cowichan",2024,"2019-2028",22938,6514,0.690217,NA,"mature-run equivalent exploitation rate",0.335437785
"Nicola",1975,"1975-1984",5606,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1976,"1975-1984",4445,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1977,"1975-1984",3498,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1978,"1975-1984",3974,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1979,"1975-1984",3017,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1980,"1975-1984",6180,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1981,"1975-1984",3258,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1982,"1975-1984",4737,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1983,"1975-1984",2407,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1984,"1975-1984",4679,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1985,"1985-1998",7088,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1986,"1985-1998",7876,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1987,"1985-1998",4445,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1988,"1985-1998",3246,6600,0.6,NA,"mature-run equivalent exploitation rate",NA
"Nicola",1989,"1985-1998",4445,6600,0.6,NA,"mature-run equivalent exploitation rate",0.36157458
"Nicola",1990,"1985-1998",3017,6600,0.6,NA,"mature-run equivalent exploitation rate",0.369059442
"Nicola",1991,"1985-1998",3258,6600,0.6,NA,"mature-run equivalent exploitation rate",0.339332697
"Nicola",1992,"1985-1998",5061,6600,0.6,NA,"mature-run equivalent exploitation rate",0.464988884
"Nicola",1993,"1985-1998",5028,6600,0.6,NA,"mature-run equivalent exploitation rate",0.370079749
"Nicola",1994,"1985-1998",9510,6600,0.6,NA,"mature-run equivalent exploitation rate",0.193658684
"Nicola",1995,"1985-1998",10624,6600,0.6,NA,"mature-run equivalent exploitation rate",0.15996038
"Nicola",1996,"1985-1998",17777,6600,0.6,NA,"mature-run equivalent exploitation rate",0.237804016
"Nicola",1997,"1985-1998",9612,6600,0.6,NA,"mature-run equivalent exploitation rate",0.22576197
"Nicola",1998,"1985-1998",1547,6600,0.6,NA,"mature-run equivalent exploitation rate",0.376664296
"Nicola",1999,"1999-2008",8130,6600,0.6,NA,"mature-run equivalent exploitation rate",0.110772885
"Nicola",2000,"1999-2008",8183,6600,0.6,NA,"mature-run equivalent exploitation rate",0.198413413
"Nicola",2001,"1999-2008",8984,6600,0.6,NA,"mature-run equivalent exploitation rate",0.165896054
"Nicola",2002,"1999-2008",12885,6600,0.6,NA,"mature-run equivalent exploitation rate",0.111338933
"Nicola",2003,"1999-2008",14490,6600,0.6,NA,"mature-run equivalent exploitation rate",0.147689838
"Nicola",2004,"1999-2008",10153,6600,0.6,NA,"mature-run equivalent exploitation rate",0.340197553
"Nicola",2005,"1999-2008",3248,6600,0.6,NA,"mature-run equivalent exploitation rate",0.562454612
"Nicola",2006,"1999-2008",5087,6600,0.6,NA,"mature-run equivalent exploitation rate",0.313586703
"Nicola",2007,"1999-2008",1010,6600,0.6,NA,"mature-run equivalent exploitation rate",0.634239224
"Nicola",2008,"1999-2008",4411,6600,0.6,NA,"mature-run equivalent exploitation rate",0.435610219
"Nicola",2009,"2009-2018",538,6600,0.6,NA,"mature-run equivalent exploitation rate",0.572244327
"Nicola",2010,"2009-2018",5258,6600,0.6,NA,"mature-run equivalent exploitation rate",0.121210733
"Nicola",2011,"2009-2018",2731,6600,0.6,NA,"mature-run equivalent exploitation rate",0.237331001
"Nicola",2012,"2009-2018",5702,6600,0.6,NA,"mature-run equivalent exploitation rate",0.335087698
"Nicola",2013,"2009-2018",3445,6600,0.6,NA,"mature-run equivalent exploitation rate",0.122069769
"Nicola",2014,"2009-2018",7122,6600,0.6,NA,"mature-run equivalent exploitation rate",0.189268916
"Nicola",2015,"2009-2018",4836,6600,0.6,NA,"mature-run equivalent exploitation rate",0.17584227
"Nicola",2016,"2009-2018",2180,6600,0.6,NA,"mature-run equivalent exploitation rate",0.264233499
"Nicola",2017,"2009-2018",1702,6600,0.6,NA,"mature-run equivalent exploitation rate",0.187000205
"Nicola",2018,"2009-2018",1627,6600,0.6,NA,"mature-run equivalent exploitation rate",0.176914701
"Nicola",2019,"2019-2028",3859,6600,0.6,NA,"mature-run equivalent exploitation rate",0.027450563
"Nicola",2020,"2019-2028",3955,6600,0.6,NA,"mature-run equivalent exploitation rate",0.312278078
"Nicola",2021,"2019-2028",4010,6600,0.6,NA,"mature-run equivalent exploitation rate",0.058803777
"Nicola",2022,"2019-2028",7438,6600,0.6,NA,"mature-run equivalent exploitation rate",0.02886178
"Nicola",2023,"2019-2028",4482,6600,0.6,NA,"mature-run equivalent exploitation rate",0.050751196
"Nicola",2024,"2019-2028",2056,6600,0.6,NA,"mature-run equivalent exploitation rate",0.089150997
"Lower Shuswap",1975,"1975-1984",31570,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1976,"1975-1984",3347,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1977,"1975-1984",15503,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1978,"1975-1984",17220,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1979,"1975-1984",16453,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1980,"1975-1984",5723,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1981,"1975-1984",8248,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.137448865
"Lower Shuswap",1982,"1975-1984",3347,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.839166413
"Lower Shuswap",1983,"1975-1984",5396,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.854321487
"Lower Shuswap",1984,"1975-1984",7582,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.800507015
"Lower Shuswap",1985,"1985-1998",10539,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1986,"1985-1998",20334,12339,0.73442577,NA,"mature-run equivalent exploitation rate",NA
"Lower Shuswap",1987,"1985-1998",16453,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.318242
"Lower Shuswap",1988,"1985-1998",20334,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.399345095
"Lower Shuswap",1989,"1985-1998",18378,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.367803703
"Lower Shuswap",1990,"1985-1998",23779,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.696505454
"Lower Shuswap",1991,"1985-1998",15795,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.828027009
"Lower Shuswap",1992,"1985-1998",20358,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.756441607
"Lower Shuswap",1993,"1985-1998",13828,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.495480016
"Lower Shuswap",1994,"1985-1998",36410,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.682765473
"Lower Shuswap",1995,"1985-1998",14177,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.573101522
"Lower Shuswap",1996,"1985-1998",35358,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.390712898
"Lower Shuswap",1997,"1985-1998",19393,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.533919642
"Lower Shuswap",1998,"1985-1998",34338,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.671780688
"Lower Shuswap",1999,"1999-2008",46369,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.429324819
"Lower Shuswap",2000,"1999-2008",27800,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.421692327
"Lower Shuswap",2001,"1999-2008",35743,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.238030966
"Lower Shuswap",2002,"1999-2008",54219,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.55886107
"Lower Shuswap",2003,"1999-2008",39910,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.403526421
"Lower Shuswap",2004,"1999-2008",16963,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.620036271
"Lower Shuswap",2005,"1999-2008",17893,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.728257643
"Lower Shuswap",2006,"1999-2008",59085,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.693425802
"Lower Shuswap",2007,"1999-2008",15926,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.650851202
"Lower Shuswap",2008,"1999-2008",14921,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.596228527
"Lower Shuswap",2009,"2009-2018",25288,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.627030452
"Lower Shuswap",2010,"2009-2018",71354,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.515091705
"Lower Shuswap",2011,"2009-2018",18895,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.628405828
"Lower Shuswap",2012,"2009-2018",4091,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.557565851
"Lower Shuswap",2013,"2009-2018",28797,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.388031254
"Lower Shuswap",2014,"2009-2018",43952,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.563164622
"Lower Shuswap",2015,"2009-2018",39440,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.403136815
"Lower Shuswap",2016,"2009-2018",6438,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.474077946
"Lower Shuswap",2017,"2009-2018",13430,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.466259271
"Lower Shuswap",2018,"2009-2018",17120,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.477579249
"Lower Shuswap",2019,"2019-2028",29649,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.233639432
"Lower Shuswap",2020,"2019-2028",25528,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.33292174
"Lower Shuswap",2021,"2019-2028",29507,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.258454226
"Lower Shuswap",2022,"2019-2028",33914,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.35253823
"Lower Shuswap",2023,"2019-2028",74517,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.195146523
"Lower Shuswap",2024,"2019-2028",16445,12339,0.73442577,NA,"mature-run equivalent exploitation rate",0.424068886
"Harrison",1975,"1975-1984",NA,75072.3386,0.56764608,NA,"mature-run equivalent exploitation rate",NA
"Harrison",1976,"1975-1984",NA,75072.3386,0.56764608,NA,"mature-run equivalent exploitation rate",NA
