parameter,location,species,year,datavalue
Year3,Lower Skeena,Chum,2000,0
Year3,Lower Skeena,Chum,2009,1
Year3,Middle Skeena,Chum,2004,0
Year3,Middle Skeena,Chum,2005,2
Year3,Middle Skeena,Chum,2006,0
Year3,Middle Skeena,Chum,2007,1
Year3,Middle Skeena,Chum,2009,2
Year3,Middle Skeena,Chum,2010,3
Year3,Lower Skeena,Coho,1996,25
Year3,Middle Skeena,Coho,1989,318
Year3,Middle Skeena,Coho,1990,122
Year3,Middle Skeena,Coho,1991,182
Year3,Middle Skeena,Coho,1992,47
Year3,Middle Skeena,Coho,1993,80
Year3,Middle Skeena,Coho,1994,114
Year3,Middle Skeena,Coho,1995,117
Year3,Middle Skeena,Coho,1996,181
Year3,Middle Skeena,Coho,1997,57
Year3,Middle Skeena,Coho,1998,610
Year3,Middle Skeena,Coho,1999,233
Year3,Middle Skeena,Coho,2000,164
Year3,Middle Skeena,Coho,2001,307
Year3,Middle Skeena,Coho,2002,61
Year3,Middle Skeena,Coho,2003,180
Year3,Middle Skeena,Coho,2004,220
Year3,Middle Skeena,Coho,2005,327
Year3,Middle Skeena,Coho,2006,175
Year3,Middle Skeena,Coho,2007,158
Year3,Middle Skeena,Coho,2008,20
Year3,Middle Skeena,Coho,2009,122
Year3,Middle Skeena,Coho,2010,153
Year3,Upper Skeena,Coho,1997,0
Year3,Upper Skeena,Coho,1998,3
Year3,Upper Skeena,Coho,1999,8
Year3,Upper Skeena,Coho,2002,44
Year3,Upper Skeena,Coho,2003,60
Year3,Upper Skeena,Coho,2004,156
Year3,Upper Skeena,Coho,2005,108
Year3,Upper Skeena,Coho,2006,79
Year3,Upper Skeena,Coho,2007,147
Year3,Alastair,Lake sockeye,1989,0
Year3,Alastair,Lake sockeye,1998,1
Year3,Babine-SL,Lake sockeye,1989,1
Year3,Babine-SL,Lake sockeye,1990,0
Year3,Babine-SL,Lake sockeye,1991,0
Year3,Babine-SL,Lake sockeye,1992,6
Year3,Babine-SL,Lake sockeye,1993,0
Year3,Babine-SL,Lake sockeye,1994,0
Year3,Babine-SL,Lake sockeye,1995,3
Year3,Babine-SL,Lake sockeye,1996,0
Year3,Babine-SL,Lake sockeye,1997,0
Year3,Babine-SL,Lake sockeye,1998,16
Year3,Babine-SL,Lake sockeye,1999,60
Year3,Babine-SL,Lake sockeye,2000,7
Year3,Babine-SL,Lake sockeye,2001,2
Year3,Babine-SL,Lake sockeye,2002,13
Year3,Babine-SL,Lake sockeye,2003,49
Year3,Babine-SL,Lake sockeye,2004,3
Year3,Babine-SL,Lake sockeye,2005,43
Year3,Babine-SL,Lake sockeye,2006,18
Year3,Babine-SL,Lake sockeye,2008,1
Year3,Babine-SL,Lake sockeye,2009,7
Year3,Babine-SL,Lake sockeye,2010,1
Year3,Babine (enhanced),Lake sockeye,1989,1
Year3,Babine (enhanced),Lake sockeye,1990,0
Year3,Babine (enhanced),Lake sockeye,1991,0
Year3,Babine (enhanced),Lake sockeye,1992,6
Year3,Babine (enhanced),Lake sockeye,1993,0
Year3,Babine (enhanced),Lake sockeye,1994,0
Year3,Babine (enhanced),Lake sockeye,1995,3
Year3,Babine (enhanced),Lake sockeye,1996,0
Year3,Babine (enhanced),Lake sockeye,1997,0
Year3,Babine (enhanced),Lake sockeye,1998,16
Year3,Babine (enhanced),Lake sockeye,1999,60
Year3,Babine (enhanced),Lake sockeye,2000,7
Year3,Babine (enhanced),Lake sockeye,2001,2
Year3,Babine (enhanced),Lake sockeye,2002,13
Year3,Babine (enhanced),Lake sockeye,2003,49
Year3,Babine (enhanced),Lake sockeye,2004,3
Year3,Babine (enhanced),Lake sockeye,2005,43
Year3,Babine (enhanced),Lake sockeye,2006,18
Year3,Babine (enhanced),Lake sockeye,2008,1
Year3,Babine (enhanced),Lake sockeye,2009,7
Year3,Babine (enhanced),Lake sockeye,2010,1
Year3,Babine/Onerka,Lake sockeye,1989,0
Year3,Babine/Onerka,Lake sockeye,1990,0
Year3,Babine/Onerka,Lake sockeye,1991,0
Year3,Babine/Onerka,Lake sockeye,1992,1
Year3,Babine/Onerka,Lake sockeye,1993,0
Year3,Babine/Onerka,Lake sockeye,1994,0
Year3,Babine/Onerka,Lake sockeye,1995,5
Year3,Babine/Onerka,Lake sockeye,1996,7
Year3,Babine/Onerka,Lake sockeye,1997,0
Year3,Babine/Onerka,Lake sockeye,1998,0
Year3,Babine/Onerka,Lake sockeye,2008,4
Year3,Bear,Lake sockeye,1996,3
Year3,Damshilgwit,Lake sockeye,2004,0
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2002,0
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2003,0
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2004,34
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2005,59
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2006,0
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2007,65
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2008,90
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2009,11
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2010,0
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2011,36
Year3,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2012,0
Year3,Lakelse,Lake sockeye,2010,1
Year3,Morice/Atna,Lake sockeye,1996,0
Year3,Nilkitkwa,Lake sockeye,1989,1
Year3,Nilkitkwa,Lake sockeye,1990,0
Year3,Nilkitkwa,Lake sockeye,1991,0
Year3,Nilkitkwa,Lake sockeye,1992,6
Year3,Nilkitkwa,Lake sockeye,1993,0
Year3,Nilkitkwa,Lake sockeye,1994,0
Year3,Nilkitkwa,Lake sockeye,1995,3
Year3,Nilkitkwa,Lake sockeye,1996,0
Year3,Nilkitkwa,Lake sockeye,1997,0
Year3,Nilkitkwa,Lake sockeye,1998,16
Year3,Nilkitkwa,Lake sockeye,1999,60
Year3,Nilkitkwa,Lake sockeye,2000,7
Year3,Nilkitkwa,Lake sockeye,2001,2
Year3,Nilkitkwa,Lake sockeye,2002,13
Year3,Nilkitkwa,Lake sockeye,2003,49
Year3,Nilkitkwa,Lake sockeye,2004,3
Year3,Nilkitkwa,Lake sockeye,2005,43
Year3,Nilkitkwa,Lake sockeye,2006,18
Year3,Nilkitkwa,Lake sockeye,2008,1
Year3,Nilkitkwa,Lake sockeye,2009,7
Year3,Nilkitkwa,Lake sockeye,2010,1
Year3,Slamgeesh,Lake sockeye,2001,0
Year3,Slamgeesh,Lake sockeye,2002,0
Year3,Slamgeesh,Lake sockeye,2003,4
Year3,Slamgeesh,Lake sockeye,2004,0
Year3,Slamgeesh,Lake sockeye,2005,0
Year3,Slamgeesh,Lake sockeye,2006,3
Year3,Slamgeesh,Lake sockeye,2007,0
Year3,Sustut,Lake sockeye,1997,0
Year3,Sustut,Lake sockeye,1999,0
Year3,Swan/Club,Lake sockeye,1996,1
Year3,Tahlo/Morrison,Lake sockeye,1989,1
Year3,Tahlo/Morrison,Lake sockeye,1990,0
Year3,Tahlo/Morrison,Lake sockeye,1991,0
Year3,Tahlo/Morrison,Lake sockeye,1992,6
Year3,Tahlo/Morrison,Lake sockeye,1993,0
Year3,Tahlo/Morrison,Lake sockeye,1994,0
Year3,Tahlo/Morrison,Lake sockeye,1995,3
Year3,Tahlo/Morrison,Lake sockeye,1996,0
Year3,Tahlo/Morrison,Lake sockeye,1997,0
Year3,Tahlo/Morrison,Lake sockeye,1998,16
Year3,Tahlo/Morrison,Lake sockeye,1999,60
Year3,Tahlo/Morrison,Lake sockeye,2000,7
Year3,Tahlo/Morrison,Lake sockeye,2001,2
Year3,Tahlo/Morrison,Lake sockeye,2002,13
Year3,Tahlo/Morrison,Lake sockeye,2003,49
Year3,Tahlo/Morrison,Lake sockeye,2004,3
Year3,Tahlo/Morrison,Lake sockeye,2005,43
Year3,Tahlo/Morrison,Lake sockeye,2006,18
Year3,Tahlo/Morrison,Lake sockeye,2008,1
Year3,Tahlo/Morrison,Lake sockeye,2009,7
Year3,Tahlo/Morrison,Lake sockeye,2010,1
Year4,Kalum-Early,Chinook,1992,4
Year4,Kalum-Early,Chinook,1993,9
Year4,Kalum-Early,Chinook,1994,3
Year4,Kalum-Early,Chinook,1995,2
Year4,Kalum-Early,Chinook,1996,0
Year4,Kalum-Early,Chinook,1997,1
Year4,Kalum-Late,Chinook,1989,4
Year4,Kalum-Late,Chinook,1990,13
Year4,Kalum-Late,Chinook,1991,8
Year4,Kalum-Late,Chinook,1992,8
Year4,Kalum-Late,Chinook,1993,16
Year4,Kalum-Late,Chinook,1994,8
Year4,Kalum-Late,Chinook,1995,2
Year4,Kalum-Late,Chinook,1996,1
Year4,Kalum-Late,Chinook,1997,5
Year4,Kalum-Late,Chinook,1998,64
Year4,Kalum-Late,Chinook,1999,88
Year4,Kalum-Late,Chinook,2000,63
Year4,Kalum-Late,Chinook,2001,8
Year4,Kalum-Late,Chinook,2002,43
Year4,Kalum-Late,Chinook,2003,31
Year4,Kalum-Late,Chinook,2004,93
Year4,Kalum-Late,Chinook,2005,39
Year4,Kalum-Late,Chinook,2006,97
Year4,Kalum-Late,Chinook,2007,23
Year4,Kalum-Late,Chinook,2008,82
Year4,Kalum-Late,Chinook,2009,72
Year4,Kalum-Late,Chinook,2010,183
Year4,Lower Skeena,Chinook,2008,88
Year4,Middle Skeena-Large Lakes,Chinook,1990,37
Year4,Middle Skeena-Large Lakes,Chinook,1991,7
Year4,Middle Skeena-Large Lakes,Chinook,1992,4
Year4,Middle Skeena-Large Lakes,Chinook,1993,18
Year4,Middle Skeena-Large Lakes,Chinook,1994,12
Year4,Middle Skeena-Large Lakes,Chinook,1995,77
Year4,Middle Skeena-Large Lakes,Chinook,1996,201
Year4,Middle Skeena-Large Lakes,Chinook,1997,87
Year4,Middle Skeena-Large Lakes,Chinook,1998,56
Year4,Middle Skeena-Large Lakes,Chinook,1999,100
Year4,Middle Skeena-Large Lakes,Chinook,2000,80
Year4,Middle Skeena-Large Lakes,Chinook,2001,14
Year4,Middle Skeena-Large Lakes,Chinook,2003,18
Year4,Middle Skeena-Large Lakes,Chinook,2004,24
Year4,Middle Skeena-Large Lakes,Chinook,2005,9
Year4,Middle Skeena-Large Lakes,Chinook,2006,16
Year4,Middle Skeena-Large Lakes,Chinook,2008,192
Year4,Middle Skeena-Large Lakes,Chinook,2010,6
Year4,Middle Skeena-Mainstem Tributaries,Chinook,1989,0
Year4,Middle Skeena-Mainstem Tributaries,Chinook,1990,0
Year4,Middle Skeena-Mainstem Tributaries,Chinook,1991,1
Year4,Middle Skeena-Mainstem Tributaries,Chinook,1996,5
Year4,Middle Skeena-Mainstem Tributaries,Chinook,2005,0
Year4,Middle Skeena-Mainstem Tributaries,Chinook,2006,0
Year4,Middle Skeena-Mainstem Tributaries,Chinook,2009,28
Year4,Middle Skeena-Mainstem Tributaries,Chinook,2010,22
Year4,Upper Bulkley River,Chinook,1989,0
Year4,Upper Bulkley River,Chinook,1990,0
Year4,Upper Bulkley River,Chinook,1991,9
Year4,Upper Bulkley River,Chinook,1992,3
Year4,Upper Bulkley River,Chinook,1993,0
Year4,Upper Bulkley River,Chinook,1994,6
Year4,Upper Bulkley River,Chinook,1995,13
Year4,Upper Bulkley River,Chinook,1996,35
Year4,Upper Bulkley River,Chinook,1998,7
Year4,Upper Bulkley River,Chinook,1999,4
Year4,Upper Bulkley River,Chinook,2000,4
Year4,Upper Bulkley River,Chinook,2002,1
Year4,Upper Bulkley River,Chinook,2006,3
Year4,Upper Skeena,Chinook,1997,0
Year4,Upper Skeena,Chinook,1998,3
Year4,Upper Skeena,Chinook,1999,16
Year4,Upper Skeena,Chinook,2003,2
Year4,Upper Skeena,Chinook,2007,36
Year4,Upper Skeena,Chinook,2008,36
Year4,Upper Skeena,Chinook,2009,1
Year4,Upper Skeena,Chinook,2010,18
Year4,Lower Skeena,Chum,2000,1
Year4,Lower Skeena,Chum,2009,5
Year4,Middle Skeena,Chum,2004,0
Year4,Middle Skeena,Chum,2005,47
Year4,Middle Skeena,Chum,2006,5
Year4,Middle Skeena,Chum,2007,39
Year4,Middle Skeena,Chum,2009,204
Year4,Middle Skeena,Chum,2010,81
Year4,Lower Skeena,Coho,1996,3
Year4,Middle Skeena,Coho,1989,9
Year4,Middle Skeena,Coho,1990,58
Year4,Middle Skeena,Coho,1991,23
Year4,Middle Skeena,Coho,1992,5
Year4,Middle Skeena,Coho,1993,15
Year4,Middle Skeena,Coho,1994,17
Year4,Middle Skeena,Coho,1995,28
Year4,Middle Skeena,Coho,1996,55
Year4,Middle Skeena,Coho,1997,20
Year4,Middle Skeena,Coho,1998,181
Year4,Middle Skeena,Coho,1999,126
Year4,Middle Skeena,Coho,2000,112
Year4,Middle Skeena,Coho,2001,26
Year4,Middle Skeena,Coho,2002,67
Year4,Middle Skeena,Coho,2003,119
Year4,Middle Skeena,Coho,2004,99
Year4,Middle Skeena,Coho,2005,61
Year4,Middle Skeena,Coho,2006,68
Year4,Middle Skeena,Coho,2007,35
Year4,Middle Skeena,Coho,2008,26
Year4,Middle Skeena,Coho,2009,49
Year4,Middle Skeena,Coho,2010,88
Year4,Upper Skeena,Coho,1997,5
Year4,Upper Skeena,Coho,1998,53
Year4,Upper Skeena,Coho,1999,21
Year4,Upper Skeena,Coho,2002,75
Year4,Upper Skeena,Coho,2003,57
Year4,Upper Skeena,Coho,2004,23
Year4,Upper Skeena,Coho,2005,52
Year4,Upper Skeena,Coho,2006,63
Year4,Upper Skeena,Coho,2007,25
Year4,Alastair,Lake sockeye,1989,1
Year4,Alastair,Lake sockeye,1998,2
Year4,Babine-SL,Lake sockeye,1989,364
Year4,Babine-SL,Lake sockeye,1990,354
Year4,Babine-SL,Lake sockeye,1991,515
Year4,Babine-SL,Lake sockeye,1992,402
Year4,Babine-SL,Lake sockeye,1993,236
Year4,Babine-SL,Lake sockeye,1994,99
Year4,Babine-SL,Lake sockeye,1995,300
Year4,Babine-SL,Lake sockeye,1996,301
Year4,Babine-SL,Lake sockeye,1997,159
Year4,Babine-SL,Lake sockeye,1998,66
Year4,Babine-SL,Lake sockeye,1999,485
Year4,Babine-SL,Lake sockeye,2000,595
Year4,Babine-SL,Lake sockeye,2001,67
Year4,Babine-SL,Lake sockeye,2002,139
Year4,Babine-SL,Lake sockeye,2003,230
Year4,Babine-SL,Lake sockeye,2004,366
Year4,Babine-SL,Lake sockeye,2005,221
Year4,Babine-SL,Lake sockeye,2006,164
Year4,Babine-SL,Lake sockeye,2008,208
Year4,Babine-SL,Lake sockeye,2009,292
Year4,Babine-SL,Lake sockeye,2010,270
Year4,Babine (enhanced),Lake sockeye,1989,364
Year4,Babine (enhanced),Lake sockeye,1990,354
Year4,Babine (enhanced),Lake sockeye,1991,515
Year4,Babine (enhanced),Lake sockeye,1992,402
Year4,Babine (enhanced),Lake sockeye,1993,236
Year4,Babine (enhanced),Lake sockeye,1994,99
Year4,Babine (enhanced),Lake sockeye,1995,300
Year4,Babine (enhanced),Lake sockeye,1996,301
Year4,Babine (enhanced),Lake sockeye,1997,159
Year4,Babine (enhanced),Lake sockeye,1998,66
Year4,Babine (enhanced),Lake sockeye,1999,485
Year4,Babine (enhanced),Lake sockeye,2000,595
Year4,Babine (enhanced),Lake sockeye,2001,67
Year4,Babine (enhanced),Lake sockeye,2002,139
Year4,Babine (enhanced),Lake sockeye,2003,230
Year4,Babine (enhanced),Lake sockeye,2004,366
Year4,Babine (enhanced),Lake sockeye,2005,221
Year4,Babine (enhanced),Lake sockeye,2006,164
Year4,Babine (enhanced),Lake sockeye,2008,208
Year4,Babine (enhanced),Lake sockeye,2009,292
Year4,Babine (enhanced),Lake sockeye,2010,270
Year4,Babine/Onerka,Lake sockeye,1989,244
Year4,Babine/Onerka,Lake sockeye,1990,310
Year4,Babine/Onerka,Lake sockeye,1991,253
Year4,Babine/Onerka,Lake sockeye,1992,198
Year4,Babine/Onerka,Lake sockeye,1993,408
Year4,Babine/Onerka,Lake sockeye,1994,211
Year4,Babine/Onerka,Lake sockeye,1995,250
Year4,Babine/Onerka,Lake sockeye,1996,449
Year4,Babine/Onerka,Lake sockeye,1997,74
Year4,Babine/Onerka,Lake sockeye,1998,23
Year4,Babine/Onerka,Lake sockeye,2008,50
Year4,Bear,Lake sockeye,1996,13
Year4,Damshilgwit,Lake sockeye,2004,50
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2002,2258
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2003,5351
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2004,1359
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2005,1004
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2006,10903
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2007,139
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2008,2130
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2009,3155
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2010,24027
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2011,2220
Year4,Gitanyow (Kitwanga/Kitwancool),Lake sockeye,2012,7650
Year4,Lakelse,Lake sockeye,2010,106
Year4,Morice/Atna,Lake sockeye,1996,2
Year4,Nilkitkwa,Lake sockeye,1989,364
Year4,Nilkitkwa,Lake sockeye,1990,354
Year4,Nilkitkwa,Lake sockeye,1991,515
Year4,Nilkitkwa,Lake sockeye,1992,402
Year4,Nilkitkwa,Lake sockeye,1993,236
Year4,Nilkitkwa,Lake sockeye,1994,99
Year4,Nilkitkwa,Lake sockeye,1995,300
Year4,Nilkitkwa,Lake sockeye,1996,301
Year4,Nilkitkwa,Lake sockeye,1997,159
Year4,Nilkitkwa,Lake sockeye,1998,66
Year4,Nilkitkwa,Lake sockeye,1999,485
Year4,Nilkitkwa,Lake sockeye,2000,595
Year4,Nilkitkwa,Lake sockeye,2001,67
Year4,Nilkitkwa,Lake sockeye,2002,139
Year4,Nilkitkwa,Lake sockeye,2003,230
Year4,Nilkitkwa,Lake sockeye,2004,366
Year4,Nilkitkwa,Lake sockeye,2005,221
Year4,Nilkitkwa,Lake sockeye,2006,164
Year4,Nilkitkwa,Lake sockeye,2008,208
Year4,Nilkitkwa,Lake sockeye,2009,292
Year4,Nilkitkwa,Lake sockeye,2010,270
Year4,Slamgeesh,Lake sockeye,2001,4
Year4,Slamgeesh,Lake sockeye,2002,19
Year4,Slamgeesh,Lake sockeye,2003,202
Year4,Slamgeesh,Lake sockeye,2004,56
Year4,Slamgeesh,Lake sockeye,2005,68
Year4,Slamgeesh,Lake sockeye,2006,75
Year4,Slamgeesh,Lake sockeye,2007,105
Year4,Sustut,Lake sockeye,1997,3
Year4,Sustut,Lake sockeye,1999,4
Year4,Swan/Club,Lake sockeye,1996,9
Year4,Tahlo/Morrison,Lake sockeye,1989,364
Year4,Tahlo/Morrison,Lake sockeye,1990,354
Year4,Tahlo/Morrison,Lake sockeye,1991,515
Year4,Tahlo/Morrison,Lake sockeye,1992,402
Year4,Tahlo/Morrison,Lake sockeye,1993,236
Year4,Tahlo/Morrison,Lake sockeye,1994,99
Year4,Tahlo/Morrison,Lake sockeye,1995,300
Year4,Tahlo/Morrison,Lake sockeye,1996,301
Year4,Tahlo/Morrison,Lake sockeye,1997,159
Year4,Tahlo/Morrison,Lake sockeye,1998,66
Year4,Tahlo/Morrison,Lake sockeye,1999,485
Year4,Tahlo/Morrison,Lake sockeye,2000,595
Year4,Tahlo/Morrison,Lake sockeye,2001,67
Year4,Tahlo/Morrison,Lake sockeye,2002,139
Year4,Tahlo/Morrison,Lake sockeye,2003,230
Year4,Tahlo/Morrison,Lake sockeye,2004,366
Year4,Tahlo/Morrison,Lake sockeye,2005,221
Year4,Tahlo/Morrison,Lake sockeye,2006,164
Year4,Tahlo/Morrison,Lake sockeye,2008,208
Year4,Tahlo/Morrison,Lake sockeye,2009,292
Year4,Tahlo/Morrison,Lake sockeye,2010,270
Year5,Kalum-Early,Chinook,1992,55
Year5,Kalum-Early,Chinook,1993,29
Year5,Kalum-Early,Chinook,1994,28
Year5,Kalum-Early,Chinook,1995,5
Year5,Kalum-Early,Chinook,1996,9
Year5,Kalum-Early,Chinook,1997,22
Year5,Kalum-Late,Chinook,1989,84
Year5,Kalum-Late,Chinook,1990,49
Year5,Kalum-Late,Chinook,1991,59
Year5,Kalum-Late,Chinook,1992,154
Year5,Kalum-Late,Chinook,1993,71
Year5,Kalum-Late,Chinook,1994,62
Year5,Kalum-Late,Chinook,1995,29
Year5,Kalum-Late,Chinook,1996,13
Year5,Kalum-Late,Chinook,1997,62
Year5,Kalum-Late,Chinook,1998,190
Year5,Kalum-Late,Chinook,1999,101
Year5,Kalum-Late,Chinook,2000,237
Year5,Kalum-Late,Chinook,2001,215
Year5,Kalum-Late,Chinook,2002,127
Year5,Kalum-Late,Chinook,2003,380
Year5,Kalum-Late,Chinook,2004,140
Year5,Kalum-Late,Chinook,2005,398
Year5,Kalum-Late,Chinook,2006,114
Year5,Kalum-Late,Chinook,2007,310
Year5,Kalum-Late,Chinook,2008,140
Year5,Kalum-Late,Chinook,2009,328
Year5,Kalum-Late,Chinook,2010,169
Year5,Lower Skeena,Chinook,2008,45
Year5,Middle Skeena-Large Lakes,Chinook,1990,37
Year5,Middle Skeena-Large Lakes,Chinook,1991,113
Year5,Middle Skeena-Large Lakes,Chinook,1992,9
Year5,Middle Skeena-Large Lakes,Chinook,1993,149
Year5,Middle Skeena-Large Lakes,Chinook,1994,51
Year5,Middle Skeena-Large Lakes,Chinook,1995,52
Year5,Middle Skeena-Large Lakes,Chinook,1996,496
Year5,Middle Skeena-Large Lakes,Chinook,1997,88
Year5,Middle Skeena-Large Lakes,Chinook,1998,411
Year5,Middle Skeena-Large Lakes,Chinook,1999,46
Year5,Middle Skeena-Large Lakes,Chinook,2000,43
Year5,Middle Skeena-Large Lakes,Chinook,2001,91
Year5,Middle Skeena-Large Lakes,Chinook,2003,190
Year5,Middle Skeena-Large Lakes,Chinook,2004,7
Year5,Middle Skeena-Large Lakes,Chinook,2005,23
Year5,Middle Skeena-Large Lakes,Chinook,2006,22
Year5,Middle Skeena-Large Lakes,Chinook,2008,56
Year5,Middle Skeena-Large Lakes,Chinook,2010,18
Year5,Middle Skeena-Mainstem Tributaries,Chinook,1989,11
Year5,Middle Skeena-Mainstem Tributaries,Chinook,1990,2
Year5,Middle Skeena-Mainstem Tributaries,Chinook,1991,15
Year5,Middle Skeena-Mainstem Tributaries,Chinook,1996,7
Year5,Middle Skeena-Mainstem Tributaries,Chinook,2005,0
Year5,Middle Skeena-Mainstem Tributaries,Chinook,2006,0
Year5,Middle Skeena-Mainstem Tributaries,Chinook,2009,53
Year5,Middle Skeena-Mainstem Tributaries,Chinook,2010,12
Year5,Upper Bulkley River,Chinook,1989,3
Year5,Upper Bulkley River,Chinook,1990,8
Year5,Upper Bulkley River,Chinook,1991,39
Year5,Upper Bulkley River,Chinook,1992,32
Year5,Upper Bulkley River,Chinook,1993,56
Year5,Upper Bulkley River,Chinook,1994,38
Year5,Upper Bulkley River,Chinook,1995,73
Year5,Upper Bulkley River,Chinook,1996,62
Year5,Upper Bulkley River,Chinook,1998,9
Year5,Upper Bulkley River,Chinook,1999,18
Year5,Upper Bulkley River,Chinook,2000,15
Year5,Upper Bulkley River,Chinook,2002,8
Year5,Upper Bulkley River,Chinook,2006,10
Year5,Upper Skeena,Chinook,1997,0
Year5,Upper Skeena,Chinook,1998,28
Year5,Upper Skeena,Chinook,1999,20
Year5,Upper Skeena,Chinook,2003,15
Year5,Upper Skeena,Chinook,2007,55
Year5,Upper Skeena,Chinook,2008,36
Year5,Upper Skeena,Chinook,2009,23
Year5,Upper Skeena,Chinook,2010,42
Year5,Lower Skeena,Chum,2000,0
Year5,Lower Skeena,Chum,2009,0
Year5,Middle Skeena,Chum,2004,1
Year5,Middle Skeena,Chum,2005,3
Year5,Middle Skeena,Chum,2006,0
Year5,Middle Skeena,Chum,2007,10
Year5,Middle Skeena,Chum,2009,7
Year5,Middle Skeena,Chum,2010,15
Year5,Lower Skeena,Coho,1996,0
Year5,Middle Skeena,Coho,1989,0
Year5,Middle Skeena,Coho,1990,0
Year5,Middle Skeena,Coho,1991,0
Year5,Middle Skeena,Coho,1992,0
Year5,Middle Skeena,Coho,1993,0
Year5,Middle Skeena,Coho,1994,0
Year5,Middle Skeena,Coho,1995,0
Year5,Middle Skeena,Coho,1996,2
Year5,Middle Skeena,Coho,1997,0
Year5,Middle Skeena,Coho,1998,1
Year5,Middle Skeena,Coho,1999,0
Year5,Middle Skeena,Coho,2000,2
Year5,Middle Skeena,Coho,2001,0
Year5,Middle Skeena,Coho,2002,0
Year5,Middle Skeena,Coho,2003,0
Year5,Middle Skeena,Coho,2004,1
Year5,Middle Skeena,Coho,2005,0
Year5,Middle Skeena,Coho,2006,0
Year5,Middle Skeena,Coho,2007,1
Year5,Middle Skeena,Coho,2008,0
Year5,Middle Skeena,Coho,2009,1
Year5,Middle Skeena,Coho,2010,0
Year5,Upper Skeena,Coho,1997,0
Year5,Upper Skeena,Coho,1998,2
Year5,Upper Skeena,Coho,1999,1
Year5,Upper Skeena,Coho,2002,0
Year5,Upper Skeena,Coho,2003,2
Year5,Upper Skeena,Coho,2004,0
Year5,Upper Skeena,Coho,2005,0
Year5,Upper Skeena,Coho,2006,0
Year5,Upper Skeena,Coho,2007,0
Year5,Alastair,Lake sockeye,1989,40
Year5,Alastair,Lake sockeye,1998,50
Year5,Babine-SL,Lake sockeye,1989,214
Year5,Babine-SL,Lake sockeye,1990,187
Year5,Babine-SL,Lake sockeye,1991,329
Year5,Babine-SL,Lake sockeye,1992,106
Year5,Babine-SL,Lake sockeye,1993,130
Year5,Babine-SL,Lake sockeye,1994,77
Year5,Babine-SL,Lake sockeye,1995,129
Year5,Babine-SL,Lake sockeye,1996,166
Year5,Babine-SL,Lake sockeye,1997,401
Year5,Babine-SL,Lake sockeye,1998,416
Year5,Babine-SL,Lake sockeye,1999,30
Year5,Babine-SL,Lake sockeye,2000,71
Year5,Babine-SL,Lake sockeye,2001,395
Year5,Babine-SL,Lake sockeye,2002,57
Year5,Babine-SL,Lake sockeye,2003,343
Year5,Babine-SL,Lake sockeye,2004,45
Year5,Babine-SL,Lake sockeye,2005,320
Year5,Babine-SL,Lake sockeye,2006,74
Year5,Babine-SL,Lake sockeye,2008,62
Year5,Babine-SL,Lake sockeye,2009,334
Year5,Babine-SL,Lake sockeye,2010,108
Year5,Babine (enhanced),Lake sockeye,1989,214
Year5,Babine (enhanced),Lake sockeye,1990,187
Year5,Babine (enhanced),Lake sockeye,1991,329
Year5,Babine (enhanced),Lake sockeye,1992,106
Year5,Babine (enhanced),Lake sockeye,1993,130
Year5,Babine (enhanced),Lake sockeye,1994,77
Year5,Babine (enhanced),Lake sockeye,1995,129
Year5,Babine (enhanced),Lake sockeye,1996,166
Year5,Babine (enhanced),Lake sockeye,1997,401
Year5,Babine (enhanced),Lake sockeye,1998,416
Year5,Babine (enhanced),Lake sockeye,1999,30
Year5,Babine (enhanced),Lake sockeye,2000,71
Year5,Babine (enhanced),Lake sockeye,2001,395
Year5,Babine (enhanced),Lake sockeye,2002,57
Year5,Babine (enhanced),Lake sockeye,2003,343
Year5,Babine (enhanced),Lake sockeye,2004,45
Year5,Babine (enhanced),Lake sockeye,2005,320
Year5,Babine (enhanced),Lake sockeye,2006,74
Year5,Babine (enhanced),Lake sockeye,2008,62
Year5,Babine (enhanced),Lake sockeye,2009,334
