"Species","Region","Year","prov_runsize_raw","prov_runsize_relative"
"Pink (Even)","CC",1980,7323876,20.412311708635
"Pink (Even)","CC",1982,2262562,6.30596705953414
"Pink (Even)","CC",1984,5416151,15.0953077950849
"Pink (Even)","CC",1986,19620226,54.6833628676762
"Pink (Even)","CC",1988,19317067,53.8384310303161
"Pink (Even)","CC",1990,13435079,37.4447929454481
"Pink (Even)","CC",1992,14797202,41.2411542248445
"Pink (Even)","CC",1994,2583726,7.20108047729163
"Pink (Even)","CC",1996,7182773,20.0190447528559
"Pink (Even)","CC",1998,3505106,9.76905073813468
"Pink (Even)","CC",2000,7471690,20.8242828347027
"Pink (Even)","CC",2002,8451851,23.5560811142814
"Pink (Even)","CC",2004,3912244,10.9037815506758
"Pink (Even)","CC",2006,1317810,3.67285689882738
"Pink (Even)","CC",2008,1304454,3.63563250628162
"Pink (Even)","CC",2010,1225377,3.41523768078433
"Pink (Even)","CC",2012,4225500,11.7768546497561
"Pink (Even)","CC",2014,5992713,16.702238778536
"Pink (Even)","CC",2016,7614047,21.2210448030793
"Pink (Even)","HG",1954,3537793,57.8470387712295
"Pink (Even)","HG",1956,1847570,30.2099228028775
"Pink (Even)","HG",1958,2626885,42.9526313276558
"Pink (Even)","HG",1960,1319353,21.5729592273878
"Pink (Even)","HG",1962,2542424,41.5715955401869
"Pink (Even)","HG",1964,1256462,20.5446180792875
"Pink (Even)","HG",1966,4627237,75.6607178946501
"Pink (Even)","HG",1968,5044197,82.4784998525125
"Pink (Even)","HG",1970,3529738,57.7153301333012
"Pink (Even)","HG",1972,3460193,56.5781883301078
"Pink (Even)","HG",1974,1609786,26.3218772707681
"Pink (Even)","HG",1976,2950607,48.2458633186456
"Pink (Even)","HG",1978,1822507,29.8001135424931
"Pink (Even)","HG",1980,1283948,20.994046213626
"Pink (Even)","HG",1982,996826,16.2992668791446
"Pink (Even)","HG",1984,3098167,50.6586412966343
"Pink (Even)","HG",1986,4055577,66.3134106372834
"Pink (Even)","HG",1988,2393001,39.128355340912
"Pink (Even)","HG",1990,5717102,93.4812808587371
"Pink (Even)","HG",1992,3232025,52.8473756052384
"Pink (Even)","HG",1994,2072287,33.8843076556811
"Pink (Even)","HG",1996,6115772,100
"Pink (Even)","HG",1998,3009894,49.2152748663619
"Pink (Even)","HG",2000,2192526,35.8503554416352
"Pink (Even)","HG",2002,2558244,41.8302709780548
"Pink (Even)","HG",2004,771156,12.6092993656402
"Pink (Even)","HG",2006,731948,11.9682028695641
"Pink (Even)","HG",2008,1468947,24.0189954759595
"Pink (Even)","HG",2010,4381794,71.6474387861418
"Pink (Even)","HG",2012,2429403,39.7235704666557
"Pink (Even)","Skeena",1954,1907014,20.3281539027157
"Pink (Even)","Skeena",1956,1428655,15.2290013150844
"Pink (Even)","Skeena",1958,1454695,15.5065793127429
"Pink (Even)","Skeena",1960,756560,8.06468548035757
"Pink (Even)","Skeena",1962,3142759,33.5007968641788
"Pink (Even)","Skeena",1964,4988121,53.1717603401801
"Pink (Even)","Skeena",1966,2953572,31.4841244892549
"Pink (Even)","Skeena",1968,5937837,63.2954264547821
"Pink (Even)","Skeena",1970,3730832,39.7694652903318
"Pink (Even)","Skeena",1972,4800177,51.1683379441768
"Pink (Even)","Skeena",1974,1480620,15.7829314475085
"Pink (Even)","Skeena",1976,2287675,24.3858773346159
"Pink (Even)","Skeena",1978,3988530,42.5164428187726
"Pink (Even)","Skeena",1980,2907352,30.9914342030884
"Pink (Even)","Skeena",1982,3650568,38.913876949162
"Pink (Even)","Skeena",1984,6440161,68.6500382096134
"Pink (Even)","Skeena",1986,8780250,93.5946318717743
"Pink (Even)","Skeena",1988,3849738,41.0369648828656
"Pink (Even)","Skeena",1990,9381147,100
"Pink (Even)","Skeena",1992,5047185,53.8013635219659
"Pink (Even)","Skeena",1994,1192376,12.7103434153627
"Pink (Even)","Skeena",1996,8755123,93.3267861595176
"Pink (Even)","Skeena",1998,1025211,10.9284184545877
"Pink (Even)","Skeena",2000,2244922,23.9301441497506
"Pink (Even)","Skeena",2002,3429339,36.5556471932483
"Pink (Even)","Skeena",2004,4141050,44.1422568050581
"Pink (Even)","Skeena",2006,713732,7.60815281969252
"Pink (Even)","Skeena",2008,365588,3.89705011551359
"Pink (Even)","Skeena",2010,1400271,14.9264370337657
"Pink (Even)","Skeena",2012,1500856,15.998640677947
"Pink (Even)","Skeena",2014,5393124,57.4889616376334
"Pink (Even)","Skeena",2016,1284296,13.6901809554844
"Pink (Even)","VIMI",1954,1332483,21.3771933159843
"Pink (Even)","VIMI",1956,1629401,26.1406863474117
"Pink (Even)","VIMI",1958,2155499,34.5809431080253
"Pink (Even)","VIMI",1960,585955,9.40055018297988
"Pink (Even)","VIMI",1962,1480696,23.7549932225812
"Pink (Even)","VIMI",1964,1513273,24.2776301542755
"Pink (Even)","VIMI",1966,4810186,77.1704224427938
"Pink (Even)","VIMI",1968,5239918,84.0646672759846
"Pink (Even)","VIMI",1970,3610817,57.9287938665202
"Pink (Even)","VIMI",1972,1519693,24.3806270263471
"Pink (Even)","VIMI",1974,2758002,44.2469749481767
"Pink (Even)","VIMI",1976,5644581,90.5567269711748
"Pink (Even)","VIMI",1978,2503718,40.1674645715627
"Pink (Even)","VIMI",1980,2689504,43.1480528698025
"Pink (Even)","VIMI",1982,779535,12.5061786090898
"Pink (Even)","VIMI",1984,623291,9.99953635364441
"Pink (Even)","VIMI",1986,2079548,33.3624516079143
"Pink (Even)","VIMI",1988,2716690,43.5842013065843
"Pink (Even)","VIMI",1990,4375361,70.1944699663848
"Pink (Even)","VIMI",1992,3606252,57.8555569940892
"Pink (Even)","VIMI",1994,1675751,26.8842852602652
"Pink (Even)","VIMI",1996,2681358,43.0173655614076
"Pink (Even)","VIMI",1998,2413051,38.7128824220116
"Pink (Even)","VIMI",2000,6175995,99.0822689922141
"Pink (Even)","VIMI",2002,1133469,18.1843865405228
"Pink (Even)","VIMI",2004,1719204,27.5814072356747
"Pink (Even)","VIMI",2006,707674,11.3533034963267
"Pink (Even)","VIMI",2008,635460,10.1947651599123
"Pink (Even)","VIMI",2010,1663932,26.6946715482692
"Pink (Even)","VIMI",2012,2981558,47.8335121339781
"Pink (Even)","VIMI",2014,6233199,100
"Pink (Even)","VIMI",2016,820176,13.1581873128068
"Pink (Even)","VIMI",2018,830647,13.3261748902931
"Pink (Odd)","CC",1955,2753518,20.3018051714815
"Pink (Odd)","CC",1957,3865508,28.5005546739854
"Pink (Odd)","CC",1959,2741135,20.2105047865054
"Pink (Odd)","CC",1961,9778260,72.0955263180014
"Pink (Odd)","CC",1963,8787516,64.7907287235007
"Pink (Odd)","CC",1965,4178247,30.8063926047794
"Pink (Odd)","CC",1967,1135396,8.37132293468915
"Pink (Odd)","CC",1969,1193121,8.79693181159635
"Pink (Odd)","CC",1971,2532907,18.6752308978847
"Pink (Odd)","CC",1973,1930315,14.2322944863946
"Pink (Odd)","CC",1975,1768838,13.0417177065532
"Pink (Odd)","CC",1977,3154399,23.2575178121647
"Pink (Odd)","CC",1979,5139912,37.8967894971305
"Pink (Odd)","CC",1981,6070832,44.7605021985675
"Pink (Odd)","CC",1983,5323741,39.2521685223877
"Pink (Odd)","CC",1985,10748605,79.2499212190412
"Pink (Odd)","CC",1987,3624024,26.7200828847943
"Pink (Odd)","CC",1989,2773718,20.4507406294897
"Pink (Odd)","CC",1991,6443167,47.5057439687407
"Pink (Odd)","CC",1993,3432066,25.3047683972525
"Pink (Odd)","CC",1995,2958508,21.8132051485661
"Pink (Odd)","CC",1997,3787407,27.9247126835943
"Pink (Odd)","CC",1999,3715808,27.3968102153798
"Pink (Odd)","CC",2001,12079271,89.0609781579515
"Pink (Odd)","CC",2003,9241331,68.1367259945903
"Pink (Odd)","CC",2005,8081551,59.5856187921747
"Pink (Odd)","CC",2007,6113513,45.075191024471
"Pink (Odd)","CC",2009,10583517,78.0327203828202
"Pink (Odd)","CC",2011,4445215,32.7747590084202
"Pink (Odd)","CC",2013,13562922,100
"Pink (Odd)","CC",2017,10618046,78.2873041664621
"Pink (Odd)","Fraser",1959,6460055,24.8463653846154
"Pink (Odd)","Fraser",1961,1890685,7.27186538461538
"Pink (Odd)","Fraser",1963,5481312,21.0819692307692
"Pink (Odd)","Fraser",1965,2316788,8.91072307692308
"Pink (Odd)","Fraser",1967,12962791,49.8568884615385
"Pink (Odd)","Fraser",1969,3929548,15.1136461538462
"Pink (Odd)","Fraser",1971,9762376,37.5476
"Pink (Odd)","Fraser",1973,6803723,26.1681653846154
"Pink (Odd)","Fraser",1975,4893955,18.8229038461538
"Pink (Odd)","Fraser",1977,8209485,31.5749423076923
"Pink (Odd)","Fraser",1979,14404121,55.4004653846154
"Pink (Odd)","Fraser",1981,18684688,71.8641846153846
"Pink (Odd)","Fraser",1983,15345996,59.0230615384615
"Pink (Odd)","Fraser",1985,19037688,73.2218769230769
"Pink (Odd)","Fraser",1987,7171773,27.5837423076923
"Pink (Odd)","Fraser",1989,16484260,63.401
"Pink (Odd)","Fraser",1991,22180122,85.3081615384615
"Pink (Odd)","Fraser",1993,16983498,65.3211461538462
"Pink (Odd)","Fraser",1995,12903708,49.6296461538462
"Pink (Odd)","Fraser",1997,8175964,31.4460153846154
"Pink (Odd)","Fraser",1999,3585477,13.7902961538462
"Pink (Odd)","Fraser",2001,21173154,81.4352076923077
"Pink (Odd)","Fraser",2003,2.6e+07,100
"Pink (Odd)","Fraser",2005,1e+07,38.4615384615385
"Pink (Odd)","Fraser",2007,1.1e+07,42.3076923076923
"Pink (Odd)","Fraser",2009,19936153,76.6775115384615
"Pink (Odd)","Fraser",2011,20645118,79.4043
"Pink (Odd)","Fraser",2013,15897819,61.1454576923077
"Pink (Odd)","Fraser",2015,5778903,22.22655
"Pink (Odd)","Fraser",2017,3549232,13.6508923076923
"Pink (Odd)","HG",1955,77985,26.8935122440745
"Pink (Odd)","HG",1957,244237,84.2263351921014
"Pink (Odd)","HG",1959,289977,100
"Pink (Odd)","HG",1961,68545,23.6380816409577
"Pink (Odd)","HG",1963,119837,41.326381057808
"Pink (Odd)","HG",1965,49966,17.2310217706922
"Pink (Odd)","HG",1967,115287,39.7572910955007
"Pink (Odd)","HG",1969,268275,92.5159581621991
"Pink (Odd)","HG",1971,50408,17.3834476527449
"Pink (Odd)","HG",1973,67662,23.3335747317891
"Pink (Odd)","HG",1975,35529,12.2523510485314
"Pink (Odd)","HG",1977,15947,5.4994016766847
"Pink (Odd)","HG",1979,32639,11.2557202812637
"Pink (Odd)","HG",1981,12105,4.17446900961111
"Pink (Odd)","HG",1983,23484,8.09857333512658
"Pink (Odd)","HG",1985,42355,14.6063308469292
"Pink (Odd)","HG",1987,68356,23.572904057908
"Pink (Odd)","HG",1989,46503,16.0367891246547
"Pink (Odd)","HG",1991,23472,8.09443507588533
"Pink (Odd)","HG",1993,26606,9.17521044772516
"Pink (Odd)","HG",1995,6868,2.36846370574218
"Pink (Odd)","HG",1997,6415,2.21224441938499
"Pink (Odd)","HG",1999,6396,2.20569217558634
"Pink (Odd)","HG",2001,13846,4.77486145452915
"Pink (Odd)","HG",2003,11920,4.1106708463085
"Pink (Odd)","HG",2005,222186,76.6219389813675
"Pink (Odd)","HG",2007,75283,25.9617142049197
"Pink (Odd)","HG",2009,64287,22.1696893201875
"Pink (Odd)","HG",2011,144435,49.8091227924973
"Pink (Odd)","HG",2013,77908,26.8669584139432
"Pink (Odd)","Nass",1955,109804,3.31792478314918
"Pink (Odd)","Nass",1957,94541,2.85672586539385
"Pink (Odd)","Nass",1959,500526,15.1242907363168
"Pink (Odd)","Nass",1961,666072,20.1265600175016
"Pink (Odd)","Nass",1963,415679,12.5604864662004
"Pink (Odd)","Nass",1965,743798,22.475190501774
"Pink (Odd)","Nass",1967,202081,6.10623982827192
"Pink (Odd)","Nass",1969,131699,3.97952147477291
"Pink (Odd)","Nass",1971,367647,11.1091134453248
"Pink (Odd)","Nass",1973,180029,5.43989910008346
"Pink (Odd)","Nass",1975,358306,10.8268583781197
"Pink (Odd)","Nass",1977,724195,21.8828507006368
"Pink (Odd)","Nass",1979,137594,4.1576494719011
"Pink (Odd)","Nass",1981,588130,17.7714027058534
"Pink (Odd)","Nass",1983,3110666,93.9943518769766
"Pink (Odd)","Nass",1985,1656933,50.0672021485349
"Pink (Odd)","Nass",1987,1245983,37.6496108983513
"Pink (Odd)","Nass",1989,2448618,73.9893842361406
"Pink (Odd)","Nass",1991,3309418,100
"Pink (Odd)","Nass",1993,1885997,56.9887817132801
"Pink (Odd)","Nass",1995,1601791,48.4009877265429
"Pink (Odd)","Nass",1997,708645,21.4129795631739
"Pink (Odd)","Nass",1999,2195047,66.3272817153953
"Pink (Odd)","Nass",2001,2085783,63.0256740006853
"Pink (Odd)","Nass",2003,2181863,65.928903511131
"Pink (Odd)","Nass",2005,2562613,77.4339476004542
"Pink (Odd)","Nass",2007,1787897,54.0245142801544
"Pink (Odd)","Nass",2009,1498016,45.2652399908383
"Pink (Odd)","Nass",2011,240409,7.26438908593596
"Pink (Odd)","Nass",2013,1784313,53.9162172925874
"Pink (Odd)","Nass",2015,984862,29.7593715873909
"Pink (Odd)","Nass",2017,1713019,51.7619412235021
"Pink (Odd)","Skeena",1955,1589746,5.0066756893609
"Pink (Odd)","Skeena",1957,2676025,8.42775469265028
"Pink (Odd)","Skeena",1959,2745645,8.64701283923049
"Pink (Odd)","Skeena",1961,2837211,8.93538674686858
"Pink (Odd)","Skeena",1963,3393631,10.687751267411
"Pink (Odd)","Skeena",1965,4546147,14.317434146814
"Pink (Odd)","Skeena",1967,2370055,7.46414631705207
"Pink (Odd)","Skeena",1969,3056822,9.627019910164
"Pink (Odd)","Skeena",1971,3131388,9.86185477023151
"Pink (Odd)","Skeena",1973,3658068,11.5205574510828
"Pink (Odd)","Skeena",1975,5531755,17.4214643584577
"Pink (Odd)","Skeena",1977,3797605,11.9600091028978
"Pink (Odd)","Skeena",1979,1679921,5.29066884316542
"Pink (Odd)","Skeena",1981,5553326,17.4893991111132
"Pink (Odd)","Skeena",1983,13145414,41.3995850282903
"Pink (Odd)","Skeena",1985,7642050,24.0675340286313
"Pink (Odd)","Skeena",1987,10052017,31.6573774319561
"Pink (Odd)","Skeena",1989,13713644,43.1891434401156
"Pink (Odd)","Skeena",1991,31752526,100
"Pink (Odd)","Skeena",1993,3807767,11.9920128559221
"Pink (Odd)","Skeena",1995,10690595,33.6684867213399
"Pink (Odd)","Skeena",1997,1686297,5.31074913536013
"Pink (Odd)","Skeena",1999,4699319,14.7998272641364
"Pink (Odd)","Skeena",2001,4520949,14.2380766808915
"Pink (Odd)","Skeena",2003,6044189,19.0353013174448
"Pink (Odd)","Skeena",2005,5410102,17.0383357846869
"Pink (Odd)","Skeena",2007,3280382,10.3310898792745
"Pink (Odd)","Skeena",2009,8804810,27.7294789082292
"Pink (Odd)","Skeena",2011,1030752,3.24620472714517
"Pink (Odd)","Skeena",2013,3736473,11.767482687834
"Pink (Odd)","Skeena",2015,984052,3.09912981411306
"Pink (Odd)","Skeena",2017,1301329,4.09834795505718
"Pink (Odd)","VIMI",1959,2456846,43.8612925092464
"Pink (Odd)","VIMI",1961,2921075,52.1490256273477
"Pink (Odd)","VIMI",1963,3815593,68.1185718067933
"Pink (Odd)","VIMI",1965,1041129,18.5869458683447
"Pink (Odd)","VIMI",1967,1089370,19.4481771428888
"Pink (Odd)","VIMI",1969,329552,5.88338734662537
"Pink (Odd)","VIMI",1971,1276970,22.7973404501268
"Pink (Odd)","VIMI",1973,2081124,37.1536467943098
"Pink (Odd)","VIMI",1975,2245799,40.0935373466521
"Pink (Odd)","VIMI",1977,677302,12.0916578161991
"Pink (Odd)","VIMI",1979,682499,12.1844382090974
"Pink (Odd)","VIMI",1981,1729839,30.882267090775
"Pink (Odd)","VIMI",1983,2613668,46.660985942976
"Pink (Odd)","VIMI",1985,1779341,31.7660105984237
"Pink (Odd)","VIMI",1987,979321,17.4835072452436
"Pink (Odd)","VIMI",1989,1875802,33.4880982411715
"Pink (Odd)","VIMI",1991,1548274,27.640844724684
"Pink (Odd)","VIMI",1993,1936252,34.5672929209292
"Pink (Odd)","VIMI",1995,865271,15.4474087634179
"Pink (Odd)","VIMI",1997,953205,17.0172665792956
"Pink (Odd)","VIMI",1999,1459500,26.0559906551917
"Pink (Odd)","VIMI",2001,2939792,52.4831742927079
"Pink (Odd)","VIMI",2003,1201761,21.4546580238258
"Pink (Odd)","VIMI",2005,1262041,22.5308177474949
"Pink (Odd)","VIMI",2007,1245618,22.2376231366485
"Pink (Odd)","VIMI",2009,4404788,78.6372832929773
"Pink (Odd)","VIMI",2011,2020257,36.0670075457935
"Pink (Odd)","VIMI",2013,5601399,100
"Pink (Odd)","VIMI",2015,4772243,85.1973408785912
"Pink (Odd)","VIMI",2017,991249,17.6964540465694
"Pink (Odd)","VIMI",2019,1861647,33.2353935150844
"Sockeye","CC",1954,1165069,25.8878737048775
"Sockeye","CC",1955,1322242,29.3802632318641
"Sockeye","CC",1956,1902073,42.2641282202663
"Sockeye","CC",1957,967594,21.4999723360567
"Sockeye","CC",1958,1800462,40.0063282659063
"Sockeye","CC",1959,1616379,35.9159976029026
"Sockeye","CC",1960,1198323,26.6267787415594
"Sockeye","CC",1961,1595928,35.4615756715506
"Sockeye","CC",1962,2769399,61.5361421086769
"Sockeye","CC",1963,3569594,79.3165028420536
"Sockeye","CC",1964,2847692,63.2758152919613
"Sockeye","CC",1965,1253720,27.8577020084467
"Sockeye","CC",1966,1529259,33.9801881725866
"Sockeye","CC",1967,1977670,43.9438961897751
"Sockeye","CC",1968,4167154,92.5943068271279
"Sockeye","CC",1969,1362788,30.2811967621854
"Sockeye","CC",1970,735420,16.3410579802922
"Sockeye","CC",1971,1752487,38.9403220971802
"Sockeye","CC",1972,1288092,28.6214490440163
"Sockeye","CC",1973,4500443,100
"Sockeye","CC",1974,2243590,49.8526478393349
"Sockeye","CC",1975,1519530,33.7640094541804
"Sockeye","CC",1976,1976990,43.9287865661225
"Sockeye","CC",1977,1521694,33.8120936094513
"Sockeye","CC",1978,1696593,37.6983554730057
"Sockeye","CC",1979,1120652,24.9009264199102
"Sockeye","CC",1980,1221644,27.1449721727394
"Sockeye","CC",1981,2545775,56.567209050309
"Sockeye","CC",1982,2416082,53.685426079166
"Sockeye","CC",1983,1622003,36.0409630785236
"Sockeye","CC",1984,958415,21.2960146367813
"Sockeye","CC",1985,2361707,52.4772116878272
"Sockeye","CC",1986,2211690,49.1438287297495
"Sockeye","CC",1987,1914327,42.5364125265002
"Sockeye","CC",1988,1983168,44.0660619410134
"Sockeye","CC",1989,910766,20.2372521993946
"Sockeye","CC",1990,1252770,27.8365929754026
"Sockeye","CC",1991,1863605,41.4093679222245
"Sockeye","CC",1992,2520102,55.9967540973189
"Sockeye","CC",1993,1218471,27.0744680023722
"Sockeye","CC",1994,686757,15.2597644276352
"Sockeye","CC",1995,617941,13.7306705139916
"Sockeye","CC",1996,487782,10.8385330066396
"Sockeye","CC",1997,678037,15.0660057243254
"Sockeye","CC",1998,378275,8.40528365763104
"Sockeye","CC",1999,209913,4.66427416145477
"Sockeye","CC",2000,196030,4.35579341855902
"Sockeye","CC",2001,270500,6.01051940886708
"Sockeye","CC",2002,523750,11.6377432177232
"Sockeye","CC",2003,573345,12.7397458427981
"Sockeye","CC",2004,422341,9.3844317103894
"Sockeye","CC",2005,446630,9.92413413523957
"Sockeye","CC",2006,310056,6.88945510475302
"Sockeye","CC",2007,268451,5.96499055759622
"Sockeye","CC",2008,208037,4.62258937620141
"Sockeye","CC",2009,245688,5.45919590582527
"Sockeye","CC",2010,294873,6.55208831663905
"Sockeye","CC",2011,1024923,22.7738247101452
"Sockeye","CC",2012,390756,8.68261191176069
"Sockeye","CC",2013,558314,12.4057564999712
"Sockeye","CC",2014,386742,8.59342069214075
"Sockeye","Columbia",1994,4683,1.61005294643471
"Sockeye","Columbia",1995,6167,2.12026404455752
"Sockeye","Columbia",1996,19242,6.61555387471636
"Sockeye","Columbia",1997,15915,5.47170460015128
"Sockeye","Columbia",1998,6686,2.29870040569346
"Sockeye","Columbia",1999,9439,3.24520387815444
"Sockeye","Columbia",2000,36310,12.4836691191639
"Sockeye","Columbia",2001,54766,18.8289898920443
"Sockeye","Columbia",2002,11408,3.92216186481469
"Sockeye","Columbia",2003,22789,7.83504091315409
"Sockeye","Columbia",2004,51425,17.6803273052328
"Sockeye","Columbia",2005,38103,13.100116894726
"Sockeye","Columbia",2006,26529,9.1208828989892
"Sockeye","Columbia",2007,20447,7.02984253592794
"Sockeye","Columbia",2008,145816,50.1327098947947
"Sockeye","Columbia",2009,101255,34.8122808223888
"Sockeye","Columbia",2010,289961,99.6909165921749
"Sockeye","Columbia",2011,112656,38.7320360310802
"Sockeye","Columbia",2012,267845,92.0872584748676
"Sockeye","Columbia",2013,70266,24.1580141648903
"Sockeye","Columbia",2014,290860,100
"Sockeye","HG",1957,94125,44.8214285714286
"Sockeye","HG",1961,78500,37.3809523809524
"Sockeye","HG",1962,175000,83.3333333333333
"Sockeye","HG",1963,123125,58.6309523809524
"Sockeye","HG",1964,101250,48.2142857142857
"Sockeye","HG",1965,92250,43.9285714285714
"Sockeye","HG",1966,92875,44.2261904761905
"Sockeye","HG",1967,105250,50.1190476190476
"Sockeye","HG",1968,171000,81.4285714285714
"Sockeye","HG",1969,210000,100
"Sockeye","HG",1970,129375,61.6071428571429
"Sockeye","HG",1972,61250,29.1666666666667
"Sockeye","HG",1973,132500,63.0952380952381
"Sockeye","HG",1974,116250,55.3571428571429
"Sockeye","HG",1975,77500,36.9047619047619
"Sockeye","HG",1976,127000,60.4761904761905
"Sockeye","HG",1977,110000,52.3809523809524
"Sockeye","HG",1978,67500,32.1428571428571
"Sockeye","HG",1979,61250,29.1666666666667
"Sockeye","HG",1980,100850,48.0238095238095
"Sockeye","HG",1981,70000,33.3333333333333
"Sockeye","HG",1982,82125,39.1071428571429
"Sockeye","HG",1983,75000,35.7142857142857
"Sockeye","HG",1984,73750,35.1190476190476
"Sockeye","HG",1985,143000,68.0952380952381
"Sockeye","HG",1986,45625,21.7261904761905
"Sockeye","HG",1987,59250,28.2142857142857
"Sockeye","HG",1988,98625,46.9642857142857
"Sockeye","HG",1991,18375,8.75
"Sockeye","HG",1992,44050,20.9761904761905
"Sockeye","HG",1994,30500,14.5238095238095
"Sockeye","HG",1995,25000,11.9047619047619
"Sockeye","HG",1996,87750,41.7857142857143
"Sockeye","HG",1998,75000,35.7142857142857
"Sockeye","HG",1999,71250,33.9285714285714
"Sockeye","HG",2000,70625,33.6309523809524
"Sockeye","HG",2001,32185,15.3261904761905
"Sockeye","HG",2002,42125,20.0595238095238
"Sockeye","HG",2003,40000,19.047619047619
"Sockeye","HG",2004,42140,20.0666666666667
"Sockeye","HG",2006,88061,41.9338095238095
"Sockeye","HG",2008,36765,17.5071428571429
"Sockeye","HG",2010,80781,38.4671428571429
"Sockeye","HG",2012,72402,34.4771428571429
"Sockeye","HG",2013,51250,24.4047619047619
"Sockeye","HG",2014,83375,39.7023809523809
"Sockeye","HG",2015,74375,35.4166666666667
"Sockeye","HG",2016,68375,32.5595238095238
"Sockeye","HG",2017,52500,25
"Sockeye","Nass",1982,787924,41.349986880084
"Sockeye","Nass",1983,531423,27.8889005510365
"Sockeye","Nass",1984,452452,23.7445289950144
"Sockeye","Nass",1985,747352,39.2207819469955
"Sockeye","Nass",1986,509047,26.7146155864602
"Sockeye","Nass",1987,440574,23.1211755444765
"Sockeye","Nass",1988,355227,18.6421936499606
"Sockeye","Nass",1989,348357,18.2816583573865
"Sockeye","Nass",1990,415810,21.8215691419575
"Sockeye","Nass",1991,860633,45.165730779323
"Sockeye","Nass",1992,1905500,100
"Sockeye","Nass",1993,1819611,95.4925741275256
"Sockeye","Nass",1994,489850,25.7071634741538
"Sockeye","Nass",1995,953016,50.0139595906586
"Sockeye","Nass",1996,924857,48.5361847284177
"Sockeye","Nass",1997,690902,36.2583049068486
"Sockeye","Nass",1998,501443,26.3155602204146
"Sockeye","Nass",1999,843148,44.2481238520073
"Sockeye","Nass",2000,440246,23.1039622146418
"Sockeye","Nass",2001,449165,23.5720283390186
"Sockeye","Nass",2002,1166635,61.224612962477
"Sockeye","Nass",2003,892690,46.8480713723432
"Sockeye","Nass",2004,689719,36.1962214641826
"Sockeye","Nass",2005,453140,23.780635003936
"Sockeye","Nass",2006,448693,23.5472579375492
"Sockeye","Nass",2007,482103,25.3006035161375
"Sockeye","Nass",2008,292774,15.3646811860404
"Sockeye","Nass",2009,475813,24.9705064287589
"Sockeye","Nass",2010,314599,16.5100498556809
"Sockeye","Nass",2011,430096,22.5712936237208
"Sockeye","Nass",2012,390627,20.4999737601679
"Sockeye","Nass",2013,478409,25.1067436368407
"Sockeye","Nass",2014,360649,18.9267383888743
"Sockeye","Nass",2015,569773,29.9014956704277
"Sockeye","Nass",2016,256614,13.4670165310942
"Sockeye","Nass",2017,220747,11.5847284177381
"Sockeye","Skeena",1960,573630,10.6056908314382
"Sockeye","Skeena",1961,1974866,36.5127664688372
"Sockeye","Skeena",1962,1346981,24.9039695305711
"Sockeye","Skeena",1963,874248,16.1637362027844
"Sockeye","Skeena",1964,1793040,33.1510344445061
"Sockeye","Skeena",1965,1243550,22.9916615822656
"Sockeye","Skeena",1966,1298608,24.0096141401816
"Sockeye","Skeena",1967,2408678,44.5333998927654
"Sockeye","Skeena",1968,1651757,30.5388910459075
"Sockeye","Skeena",1969,1344926,24.8659751881228
"Sockeye","Skeena",1970,1455389,26.9082958936528
"Sockeye","Skeena",1971,2029093,37.5153548911938
"Sockeye","Skeena",1972,1657838,30.6513210198384
"Sockeye","Skeena",1973,2200287,40.6805147262743
"Sockeye","Skeena",1974,2333099,43.1360400835691
"Sockeye","Skeena",1975,1297242,23.9843585334738
"Sockeye","Skeena",1976,1393825,25.7700556510807
"Sockeye","Skeena",1977,2301119,42.5447704624032
"Sockeye","Skeena",1978,1053256,19.473366982824
"Sockeye","Skeena",1979,2603630,48.1378150017564
"Sockeye","Skeena",1980,1321132,24.426054319892
"Sockeye","Skeena",1981,2601270,48.094181596317
"Sockeye","Skeena",1982,2988219,55.2483776138444
"Sockeye","Skeena",1983,1552361,28.7011851276647
"Sockeye","Skeena",1984,1721732,31.8326400059164
"Sockeye","Skeena",1985,3861082,71.3865069240298
"Sockeye","Skeena",1986,1316389,24.3383622681975
"Sockeye","Skeena",1987,1325017,24.4978830402869
"Sockeye","Skeena",1988,3087465,57.0833102224194
"Sockeye","Skeena",1989,2143711,39.6344962745207
"Sockeye","Skeena",1990,2261987,41.8212694362786
"Sockeye","Skeena",1991,2558606,47.3053783718823
"Sockeye","Skeena",1992,3640605,67.310166953242
"Sockeye","Skeena",1993,3477407,64.2928430121841
"Sockeye","Skeena",1994,2267935,41.9312404089707
"Sockeye","Skeena",1995,3963174,73.2740584613678
"Sockeye","Skeena",1996,5408700,100
"Sockeye","Skeena",1997,3208916,59.3287851054782
"Sockeye","Skeena",1998,878031,16.2336790726052
"Sockeye","Skeena",1999,743456,13.7455580823488
"Sockeye","Skeena",2000,4260341,78.7682992216244
"Sockeye","Skeena",2001,4767499,88.1450071181615
"Sockeye","Skeena",2002,1159934,21.4457078410709
"Sockeye","Skeena",2003,1766013,32.6513395085695
"Sockeye","Skeena",2004,1523658,28.1705030783737
"Sockeye","Skeena",2005,938532,17.3522657939986
"Sockeye","Skeena",2006,2402666,44.4222456412816
"Sockeye","Skeena",2007,1884901,34.8494277737719
"Sockeye","Skeena",2008,1771988,32.7618096770019
"Sockeye","Skeena",2009,807613,14.9317396047109
"Sockeye","Skeena",2010,906171,16.7539519662766
"Sockeye","Skeena",2011,1789173,33.0795385212713
